title,description,News Feed,Extraction Date,
Americans Weigh In On Lethal Injections,"Here are some of the results of a poll of 800 registered voters conducted for NBC News between May 7 and 10. The poll has a margin of error of plus or minus 3.46%.Of those who favor the death penalty, 37% say life without parole would actually be a worse punishment.",NBCNews,5/15/2014,
And the Most Expensive City to Hire a Babysitter Is...,New York tops the list of most expensive cities for parents to have a date night.,NBCNews,5/15/2014,
Anti-Chinese Riots Turn Deadly in Vietnam,"HANOI, Vietnam - Up to 21 people were killed and a huge foreign steel project was set ablaze as anti-China riots spread to the center of Vietnam a day after arson and looting in the south.",NBCNews,5/15/2014,
Arkansas Halts Same-Sex Marriage Licenses After Ruling,"The Arkansas Supreme Court Wednesday declined to stop counties from issuing marriage licenses to same-sex couples.A state court judge Friday declared the state's ban on same-sex marriage unconstitutional, prompting Attorney General Dustin McDaniel to request a stay.",NBCNews,5/15/2014,
Arkansas Top Court Declines to Stay Gay Marriage Ruling,"The Arkansas Supreme Court Wednesday declined to stop counties from issuing marriage licenses to same-sex couples.A state court judge Friday declared the state's ban on same-sex marriage unconstitutional, prompting Attorney General Dustin McDaniel to request a stay.",NBCNews,5/15/2014,
Attack on Bangkok Protest Site Kills Three; Thai PM Flees,"BANGKOK - Protesters seeking to oust Thailand's government broke into the grounds of an air force compound on Thursday where the acting prime minister was meeting the Election Commission to fix a date for new polls, forcing him to flee.",NBCNews,5/15/2014,
Bandit in Seattle Wah Mee Murders Tony Ng Deported to Hong Kong,"A Washington man convicted of robbery in connection with a notorious massacre — the methodical execution of 13 people in a Seattle gambling den called the Wah Mee Club — was deported to Hong Kong this week, officials said.",NBCNews,5/15/2014,
Bangladesh Ferry Carrying 200 People Capsizes Near Dhaka,"A ferry with around 200 passengers on board capsized in a Bangladeshi river on Thursday, with police initially reporting that six bodies had been recovered.The M.V. Miraj-4 ferry capsized in stormy weather in the Meghna river about 17 miles from Dhaka at around 3:30 p.m. (4:30 a.m. ET).",NBCNews,5/15/2014,
Barbara Walters Forms 'Suicide Pact' with David Letterman,Barbara Walters and David Letterman are gearing up for retirement. Apparently neither feels quite ready to call it quits.,NBCNews,5/15/2014,
Bee Experts Document Deaths -- and See a Ray of Hope,"The latest tally of honeybee colonies shows a lessening in deaths of the crucial pollinators — and suggests at least one way to keep bees healthier, researchers reported Thursday.",NBCNews,5/15/2014,
"Beyonce, Jay Z and Solange: 'Families Have Problems'","At the end of the day families have problems and we're no different, a statement said as the group publicly acknowledged an elevator altercation.",NBCNews,5/15/2014,
Bomb Kills at Least 43 Near Syria-Turkey Border: Activists,"BEIRUT – A massive car bomb ripped through a crowded garage Thursday near a rebel-held border crossing between Syria and Turkey, killing at least 43 people in an area that has seen fierce fighting between rival rebel groups, an anti-government activist group said.",NBCNews,5/15/2014,
Brazil Advises World Cup Tourists: 'Don't Scream' if Robbed,"Brazilian police have put together security guidelines for visitors traveling to the World Cup next month, including advice to tourists not to scream if robbed.",NBCNews,5/15/2014,
"Bring It, New York: Montreal Beats Boston in Game 7",The Montreal Canadiens finished off the Boston Bruins in Game 7 to set up an East Conference finals against the New York Rangers.,NBCNews,5/15/2014,
"California Chrome Relaxed, Ready for Preakness Run","“I feel really blessed to have this opportunity,” trainer Art Sherman said after Wednesday’s post position draw.",NBCNews,5/15/2014,
Captain Who Fled South Korea Ferry Faces Murder Charge,"MOKPO, South Korea — The captain and three senior crew members of a South Korean ferry that capsized in April, killing more than 280 passengers — many of them school children — were indicted for homicide on Thursday, a senior prosecutor said.",NBCNews,5/15/2014,
"Casey Kasem Found in Washington, but No One Told His Family","When radio icon Casey Kasem’s daughter filed a missing persons report Wednesday afternoon, she did not know that her father had already been located.",NBCNews,5/15/2014,
"Casey Kasem Found in Washington, Daughter's Publicist Says","The daughter of missing radio legend Casey Kasem has received confirmation that her father has been found in Washington state, her publicist said.&quot;The family has grave concerns about his medical care.",NBCNews,5/15/2014,
"Casey Kasem Has Been Found, Daughter's Publicist Says","The daughter of missing radio legend Casey Kasem has received confirmation that her father has been found in Washington state, her publicist said.&quot;The family has grave concerns about his medical care.",NBCNews,5/15/2014,
Casey Kasem's Daughter Files Missing Persons Report,"The daughter of missing radio legend Casey Kasem has officially filed a missing persons report, her publicist said Wednesday.",NBCNews,5/15/2014,
Casey Kasem's Family 'Grateful' He's Been Found,"The daughter of missing radio legend Casey Kasem has received confirmation that her father has been found in Washington state, her publicist said.&quot;The family has grave concerns about his medical care.",NBCNews,5/15/2014,
China-Vietnam Spat Is About More Than Oil and Gas,"Territorial conflict is an old story in the South China Sea, where several nations make conflicting claims on the region—and its oil and gas potential. But the escalating conflict between Vietnam and China is something new altogether.",NBCNews,5/15/2014,
Chuck Hagel 'Not Aware' of Israeli Spy Operations Targeting U.S.,"TEL AVIV, Israel - Secretary of Defense Chuck Hagel said on Thursday he was unaware of any truth to a media report that Israel has been spying on the United States.Asked during a press conference in Tel Aviv about a Newsweek magazine story quoting unnamed U.S.",NBCNews,5/15/2014,
"Climate Change Will Affect Countries' Credit Ratings, S&P Says","Climate change will be a significant factor in sovereign credit ratings and is already putting them under downward pressure, Standard &amp; Poor's Ratings Services warned on Thursday.",NBCNews,5/15/2014,
Columbia 'Rapists on Campus' List Keeps Reappearing,"The names of Columbia students are appearing on bathroom walls and on fliers at the campus by someone alleging they are ""sexual assault violators.""",NBCNews,5/15/2014,
Defense Official Says Nigeria Too Slow in Fighting Boko Haram,"A top Defense Department official on Thursday strongly criticized the Nigerian government for an ineffective campaign against Boko Haram, the terrorists who have held 376 kidnapped Nigerian schoolgirls for a month.",NBCNews,5/15/2014,
Fast Food Workers Plan Global Protest Over Wages,U.S. fast food workers seeking higher wages are planning a strike on Thursday that could affect thousands of restaurants across the country the workers say make huge profits from paying them workers a pittance.,NBCNews,5/15/2014,
FBI Offers Reward in Search for Wife of Decapitated Georgia Man,"The FBI is offering a $20,000 reward for information about a Georgia woman missing since her husband's decapitated body was discovered in his home last week, Special Agent Stephen Emmett of the Atlanta field office said.",NBCNews,5/15/2014,
FCC Votes to Move 'Net Neutrality' Rules Forward,"The Federal Communications Commission, which is trying to rewrite the rules for regulating Internet providers, voted 3-2 to publish a proposed new set of &quot;net neutrality&quot; rules on Thursday.",NBCNews,5/15/2014,
Feds Lurch Closer to Rewriting Rules of Internet,"The Federal Communications Commission voted Thursday in favor of a preliminary proposal that could allow Internet &quot;fast lanes.&quot;Under the proposed rules, Internet providers would be allowed to charge companies like Netflix in exchange for delivering content to customers at faster speeds.",NBCNews,5/15/2014,
"Finding Nigerian Girls Now a Top U.S. Priority, Officials Say","Finding and freeing the 276 schoolgirls held by terrorists in Nigeria “is now one of the highest priorities” of the United States, a State Department official told Congress on Thursday.",NBCNews,5/15/2014,
Fracking Tie to Earthquakes Raises Question of Liability,"Earthquakes like the one that woke residents from their beds on March 10 in Poland Township, Ohio, might become a more frequent occurrence in areas where fracking is becoming big business.",NBCNews,5/15/2014,
From Jets to Rockets: What Is a G-Force?,"30 Seconds to Know: Fighter pilots can pull up to 9 G's in a quick maneuver, but what does that mean? Brienna Henwood, explains.",NBCNews,5/15/2014,
Fury as Turkish PM's Aide Kicks Soma Mine Protester,"New pictures emerged Thursday of a senior Turkish government aide apparently kicking a grieving protester, adding to anger at prime minister Tayyip Erdogan’s handling of the Soma coal mine disaster.",NBCNews,5/15/2014,
Gay Student Sues After In-State Tuition Denied,A South Florida college student is asking an appellate court to recognize his same-sex marriage after he says he was denied in-state tuition.,NBCNews,5/15/2014,
Ghostly Exodus: Palestinians Reenact 1948 'Catastrophe',Palestinians remember forebears who fled or were expelled during war of Israel's foundation.,NBCNews,5/15/2014,
"Girl, 4, Attacked With Crowbar at Wal-Mart",A woman has been arrested for allegedly approaching a man with his 4-year-old daughter in the store and hitting the girl on the head with a crowbar.,NBCNews,5/15/2014,
